Location,cause,Year,deaths
World,Child wasting,2010,1594289.594
World,Diet high in red meat,2010,18532.38916
World,Diet high in sodium,2010,2742750.764
World,Diet low  in nutsandseeds,2010,1842134.362
World,Diet low in calcium,2010,156463.342
World,Diet low in fiber,2010,782405.163
World,Diet low in fruits,2010,2281890.694
World,Diet low in legumes,2010,495614.6516
World,Diet low in seafood omega3fattyacids,2010,1293657.474
World,Diet low in vegetables,2010,1414257.647
World,Diet low in whole grains,2010,2749581.168
World,Discontinued breastfeeding,2010,15878.10448
World,Drugs,2010,481085.006
World,High bloodpressure,2010,9081676.32
World,High bodymass  index,2010,3801353.307
World,High fasting plasma glucose,2010,5480476.47
World,Iron deficiency,2010,80614.05045
World,Low birth weight for gestation,2010,1382911.187
World,Low bonemineraldensity,2010,264904.3096
World,Low physicalactivity,2010,1103728.162
World,No access to handwashing facility,2010,865051.6817
World,Nonexclusive breastfeeding,2010,233039.1549
World,Secondhand smoke,2010,1126799.656
World,Smoking,2010,6569515.346
World,Unsafe sanitation,2010,1061903.157
World,Unsafe sex,2010,1566757.976
World,Unsafe watersource,2010,1483731.657
World,VitaminA deficiency,2010,384558.2666
World,Zinc deficiency,2010,50821.18169
World,Air Pollution,2010,4761102.293
World,Indoor Air Pollution,2010,1869568.125
World,Outdoor Air Pollution,2010,3037813.35
World,Alcohol use,2011,2652024.866
World,Child stunting,2011,360145.5418
World,Child wasting,2011,1512021.885
World,Diet high in red meat,2011,19198.05187
World,Diet high in sodium,2011,2804422.156
World,Diet low  in nutsandseeds,2011,1870725.911
World,Diet low in calcium,2011,160055.855
World,Diet low in fiber,2011,794510.3523
World,Diet low in fruits,2011,2288630.162
World,Diet low in legumes,2011,497015.7137
World,Diet low in seafood omega3fattyacids,2011,1314143.784
World,Diet low in vegetables,2011,1414920.119
World,Diet low in whole grains,2011,2782609.11
World,Discontinued breastfeeding,2011,14953.00717
World,Drugs,2011,488733.8298
World,High bloodpressure,2011,9239375.173
World,High bodymass  index,2011,3895077.956
World,High fasting plasma glucose,2011,5597446.696
World,Iron deficiency,2011,77295.45271
World,Low birth weight for gestation,2011,1350547.829
World,Low bonemineraldensity,2011,272535.5649
World,Low physicalactivity,2011,1121225.521
World,No access to handwashing facility,2011,835307.5214
World,Nonexclusive breastfeeding,2011,222655.1329
World,Secondhand smoke,2011,1134562.113
World,Smoking,2011,6615962.057
World,Unsafe sanitation,2011,1012279.945
World,Unsafe sex,2011,1477966.38
World,Unsafe watersource,2011,1431184.379
World,VitaminA deficiency,2011,363747.3772
World,Zinc deficiency,2011,46316.47302
World,Air Pollution,2011,4804868.946
World,Indoor Air Pollution,2011,1832880.494
World,Outdoor Air Pollution,2011,3119026.79
World,Alcohol use,2012,2667932.256
World,Child stunting,2012,335444.0246
World,Child wasting,2012,1424618.771
World,Diet high in red meat,2012,19923.70118
World,Diet high in sodium,2012,2862382.063
World,Diet low  in nutsandseeds,2012,1900384.951
World,Diet low in calcium,2012,163472.1766
World,Diet low in fiber,2012,805784.552
World,Diet low in fruits,2012,2302320.209
World,Diet low in legumes,2012,499666.3128
World,Diet low in seafood omega3fattyacids,2012,1334954.497
World,Diet low in vegetables,2012,1417228.16
World,Diet low in whole grains,2012,2821442.405
World,Discontinued breastfeeding,2012,14194.98613
World,Drugs,2012,496855.4929
World,High bloodpressure,2012,9410997.059
World,High bodymass  index,2012,4010870.864
World,High fasting plasma glucose,2012,5727642.572
World,Iron deficiency,2012,72036.36214
World,Low birth weight for gestation,2012,1316726.71
World,Low bonemineraldensity,2012,280059.7436
World,Low physicalactivity,2012,1139594.967
World,No access to handwashing facility,2012,804331.6105
World,Nonexclusive breastfeeding,2012,211430.0757
World,Secondhand smoke,2012,1141945.31
World,Smoking,2012,6663081.086
World,Unsafe sanitation,2012,957813.2057
World,Unsafe sex,2012,1386429.414
World,Unsafe watersource,2012,1374545.908
World,VitaminA deficiency,2012,340673.794
World,Zinc deficiency,2012,42409.59173
World,Air Pollution,2012,4770981.619
World,Indoor Air Pollution,2012,1824696.213
World,Outdoor Air Pollution,2012,3090711.98
World,Alcohol use,2013,2673153.393
World,Child stunting,2013,308770.176
World,Child wasting,2013,1342889.805
World,Diet high in red meat,2013,20635.44288
World,Diet high in sodium,2013,2891087.524
World,Diet low  in nutsandseeds,2013,1920514.031
World,Diet low in calcium,2013,166585.7909
World,Diet low in fiber,2013,813476.7677
World,Diet low in fruits,2013,2302599.06
World,Diet low in legumes,2013,501987.9852
World,Diet low in seafood omega3fattyacids,2013,1347868.911
World,Diet low in vegetables,2013,1413792.73
World,Diet low in whole grains,2013,2845730.06
World,Discontinued breastfeeding,2013,13357.84569
World,Drugs,2013,508271.6435
World,High bloodpressure,2013,9535296.958
World,High bodymass  index,2013,4122520.196
World,High fasting plasma glucose,2013,5842881.612
World,Iron deficiency,2013,68297.25437
World,Low birth weight for gestation,2013,1275473.959
World,Low bonemineraldensity,2013,289020.4671
World,Low physicalactivity,2013,1153171.055
World,No access to handwashing facility,2013,773606.8081
World,Nonexclusive breastfeeding,2013,199855.9254
World,Secondhand smoke,2013,1144785.279
World,Smoking,2013,6673225.404
World,Unsafe sanitation,2013,902564.8107
World,Unsafe sex,2013,1300372.899
World,Unsafe watersource,2013,1322082.215
World,VitaminA deficiency,2013,314737.6379
World,Zinc deficiency,2013,38762.40842
World,Air Pollution,2013,4767978.051
World,Indoor Air Pollution,2013,1771869.513
World,Outdoor Air Pollution,2013,3140220.85
World,Alcohol use,2014,2706466.692
World,Child stunting,2014,281796.0021
World,Child wasting,2014,1261561.866
World,Diet high in red meat,2014,21601.69743
World,Diet high in sodium,2014,2972737.22
World,Diet low  in nutsandseeds,2014,1949977.606
World,Diet low in calcium,2014,171234.5731
World,Diet low in fiber,2014,827283.8186
World,Diet low in fruits,2014,2336607.284
World,Diet low in legumes,2014,507971.3973
World,Diet low in seafood omega3fattyacids,2014,1369464.835
World,Diet low in vegetables,2014,1422744.269
World,Diet low in whole grains,2014,2899395.997
World,Discontinued breastfeeding,2014,12323.16812
World,Drugs,2014,526924.9122
World,High bloodpressure,2014,9756852.926
World,High bodymass  index,2014,4272118.459
World,High fasting plasma glucose,2014,6002241.778
World,Iron deficiency,2014,65610.49187
World,Low birth weight for gestation,2014,1233224.114
World,Low bonemineraldensity,2014,299673.3874
World,Low physicalactivity,2014,1176347.619
World,No access to handwashing facility,2014,748144.0074
World,Nonexclusive breastfeeding,2014,188371.9281
World,Secondhand smoke,2014,1164110.806
World,Smoking,2014,6764715.825
World,Unsafe sanitation,2014,854076.1423
World,Unsafe sex,2014,1216378.742
World,Unsafe watersource,2014,1282539.799
World,VitaminA deficiency,2014,287695.3971
World,Zinc deficiency,2014,35503.52323
World,Air Pollution,2014,4775123.184
World,Indoor Air Pollution,2014,1744033.091
World,Outdoor Air Pollution,2014,3176113.07
World,Alcohol use,2015,2773307.329
World,Child stunting,2015,259074.5413
World,Child wasting,2015,1193359.088
World,Diet high in red meat,2015,22847.93485
World,Diet high in sodium,2015,3079919.689
World,Diet low  in nutsandseeds,2015,2006782.211
World,Diet low in calcium,2015,177124.9355
World,Diet low in fiber,2015,850313.9958
World,Diet low in fruits,2015,2388571.409
World,Diet low in legumes,2015,523451.0215
World,Diet low in seafood omega3fattyacids,2015,1408879.439
World,Diet low in vegetables,2015,1445070.768
World,Diet low in whole grains,2015,2983998.114
World,Discontinued breastfeeding,2015,11281.73997
World,Drugs,2015,549156.8439
World,High bloodpressure,2015,10070692.4
World,High bodymass  index,2015,4462996.032
World,High fasting plasma glucose,2015,6218325.333
World,Iron deficiency,2015,62638.53339
World,Low birth weight for gestation,2015,1190642.425
World,Low bonemineraldensity,2015,311543.9436
World,Low physicalactivity,2015,1215129.403
World,No access to handwashing facility,2015,725483.9705
World,Nonexclusive breastfeeding,2015,178114.3003
World,Secondhand smoke,2015,1191774.354
World,Smoking,2015,6936294.573
World,Unsafe sanitation,2015,810246.0167
World,Unsafe sex,2015,1158737.01
World,Unsafe watersource,2015,1245322.727
World,VitaminA deficiency,2015,266130.6717
World,Zinc deficiency,2015,32685.41393
World,Air Pollution,2015,4875230.894
World,Indoor Air Pollution,2015,1705654.026
World,Outdoor Air Pollution,2015,3318502.52
World,Alcohol use,2016,2817609.639
World,Child stunting,2016,238094.9289
World,Child wasting,2016,1127761.579
World,Diet high in red meat,2016,24015.33789
World,Diet high in sodium,2016,3163601.091
World,Diet low  in nutsandseeds,2016,2042618.715
World,Diet low in calcium,2016,181830.0617
World,Diet low in fiber,2016,865112.2571
World,Diet low in fruits,2016,2420710.187
World,Diet low in legumes,2016,529682.4987
World,Diet low in seafood omega3fattyacids,2016,1432956.553
World,Diet low in vegetables,2016,1459655.852
World,Diet low in whole grains,2016,3039445.438
World,Discontinued breastfeeding,2016,10414.22949
World,Drugs,2016,572922.967
World,High bloodpressure,2016,10293777.65
World,High bodymass  index,2016,4614666.262
World,High fasting plasma glucose,2016,6399256.514
World,Iron deficiency,2016,61127.83419
World,Low birth weight for gestation,2016,1141966.3
World,Low bonemineraldensity,2016,320874.8974
World,Low physicalactivity,2016,1242710.433
World,No access to handwashing facility,2016,709112.6848
World,Nonexclusive breastfeeding,2016,168080.7873
World,Secondhand smoke,2016,1209977.188
World,Smoking,2016,7046703.251
World,Unsafe sanitation,2016,779071.6073
World,Unsafe sex,2016,1101959.739
World,Unsafe watersource,2016,1220145.311
World,VitaminA deficiency,2016,246659.1666
World,Zinc deficiency,2016,30303.85977
World,Air Pollution,2016,4863821.567
World,Indoor Air Pollution,2016,1696332.02
World,Outdoor Air Pollution,2016,3317660.44
World,Alcohol use,2017,2842854.196
World,Child stunting,2017,220677.9805
World,Child wasting,2017,1077101.961
World,Diet high in red meat,2017,24833.29475
World,Diet high in sodium,2017,3196514.265
World,Diet low  in nutsandseeds,2017,2062521.709
World,Diet low in calcium,2017,184760.1167
World,Diet low in fiber,2017,873407.7769
World,Diet low in fruits,2017,2423447.368
World,Diet low in legumes,2017,534767.1312
World,Diet low in seafood omega3fattyacids,2017,1444907.224
World,Diet low in vegetables,2017,1462367.411
World,Diet low in whole grains,2017,3065588.513
World,Discontinued breastfeeding,2017,10011.80923
World,Drugs,2017,585348.1802
World,High bloodpressure,2017,10440818.48
World,High bodymass  index,2017,4724346.293
World,High fasting plasma glucose,2017,6526028.193
World,Iron deficiency,2017,59881.94912
World,Low birth weight for gestation,2017,1096977.205
World,Low bonemineraldensity,2017,327314.2626
World,Low physicalactivity,2017,1263051.288
World,No access to handwashing facility,2017,707247.7129
World,Nonexclusive breastfeeding,2017,160983.3744
World,Secondhand smoke,2017,1220044.162
World,Smoking,2017,7099111.294
World,Unsafe sanitation,2017,774240.9861
World,Unsafe sex,2017,1028619.949
World,Unsafe watersource,2017,1232368.284
World,VitaminA deficiency,2017,232776.7354
World,Zinc deficiency,2017,28594.52635
World,Air Pollution,2017,4895475.998
World,Indoor Air Pollution,2017,1640599.784
World,Outdoor Air Pollution,2017,3408877.62
